,ALT,BRPR_1,BRPR_2,BRPR_3,BRPR_4,BRPR_5,BRPR_6,BRPR_7,BRPR_8,BRWHSP_1,BRWHSP_2,BRWHSP_3,BRWHSP_4,BRWHSP_5,BRWHSP_6,BRWHSP_7,BRWHSP_8,milliseconds,Time,phase
2741,20.0,90.625,90.625,87.0,87.0,92.4375,92.4375,96.0625,92.4375,20.5092,20.5092,20.5092,20.6064,20.412,20.412,20.6064,20.6064,685000.0,2025-01-02 18:15:29,landing
2745,20.0,88.8125,87.0,87.0,87.0,94.25,94.25,96.0625,97.875,20.6064,20.7036,20.6064,20.7036,20.6064,20.5092,20.7036,20.7036,686000.0,2025-01-02 18:15:30,landing
2749,19.0,88.8125,90.625,87.0,87.0,94.25,94.25,94.25,94.25,20.8008,20.8008,20.7036,20.7036,20.7036,20.7036,20.898,20.7036,687000.0,2025-01-02 18:15:31,landing
2753,20.0,88.8125,88.8125,87.0,87.0,96.0625,96.0625,94.25,92.4375,20.898,20.898,20.7036,20.8008,20.7036,20.8008,20.898,20.8008,688000.0,2025-01-02 18:15:32,landing
2757,18.0,90.625,90.625,87.0,87.0,96.0625,94.25,92.4375,92.4375,20.9952,21.0924,20.7036,20.9952,20.9952,20.898,20.9952,20.9952,689000.0,2025-01-02 18:15:33,landing
2761,20.0,88.8125,90.625,87.0,88.8125,96.0625,96.0625,96.0625,94.25,21.0924,21.0924,20.7036,21.0924,20.9952,20.898,21.1896,21.0924,690000.0,2025-01-02 18:15:34,landing
2765,20.0,88.8125,90.625,87.0,87.0,96.0625,94.25,99.6875,97.875,21.1896,21.2868,21.1896,21.1896,21.1896,21.0924,21.2868,21.1896,691000.0,2025-01-02 18:15:35,landing
2769,20.0,87.0,87.0,85.1875,87.0,94.25,94.25,96.0625,94.25,21.0924,21.0924,20.9952,21.0924,21.0924,20.9952,21.0924,21.0924,692000.0,2025-01-02 18:15:36,landing
2773,19.0,87.0,90.625,357.0625,337.125,96.0625,96.0625,320.8125,275.5,21.1896,21.1896,21.0924,21.1896,21.0924,21.0924,21.1896,21.1896,693000.0,2025-01-02 18:15:37,landing
2777,17.0,83.375,87.0,393.3125,402.375,96.0625,96.0625,389.6875,393.3125,21.1896,21.1896,21.1896,21.1896,21.2868,21.1896,21.384,21.1896,694000.0,2025-01-02 18:15:38,landing
2781,18.0,87.0,87.0,413.25,418.6875,94.25,94.25,416.875,409.625,20.898,20.898,20.7036,20.8008,20.898,20.8008,20.898,20.8008,695000.0,2025-01-02 18:15:39,landing
2785,18.0,87.0,83.375,420.5,420.5,94.25,94.25,418.6875,424.125,20.7036,20.7036,20.6064,20.7036,20.7036,20.6064,20.7036,20.6064,696000.0,2025-01-02 18:15:40,landing
2789,18.0,85.1875,87.0,371.5625,373.375,96.0625,96.0625,375.1875,367.9375,20.7036,20.7036,20.412,20.5092,20.7036,20.6064,20.7036,20.6064,697000.0,2025-01-02 18:15:41,landing
2793,18.0,92.4375,92.4375,88.8125,88.8125,96.0625,96.0625,92.4375,92.4375,20.412,20.5092,20.412,20.5092,20.412,20.3148,20.5092,20.5092,698000.0,2025-01-02 18:15:42,landing
2797,17.0,90.625,90.625,317.1875,297.25,96.0625,94.25,299.0625,259.1875,20.7036,20.7036,20.7036,20.8008,20.7036,20.6064,20.8008,20.7036,699000.0,2025-01-02 18:15:43,landing
2801,16.0,344.375,349.8125,411.4375,409.625,344.375,348.0,415.0625,407.8125,20.7036,20.9952,20.8008,20.898,20.7036,20.6064,20.9952,20.8008,700000.0,2025-01-02 18:15:44,landing
2805,16.0,342.5625,346.1875,409.625,411.4375,346.1875,342.5625,416.875,416.875,20.6064,20.7036,20.5092,20.6064,20.6064,20.5092,20.7036,20.6064,701000.0,2025-01-02 18:15:45,landing
2809,15.0,371.5625,373.375,465.8125,462.1875,369.75,373.375,460.375,469.4375,20.2176,20.2176,20.2176,20.6064,20.3148,20.1204,20.7036,20.3148,702000.0,2025-01-02 18:15:46,landing
2813,15.0,371.5625,366.125,464.0,462.1875,373.375,369.75,458.5625,464.0,19.926,20.0232,20.2176,20.6064,19.926,19.8288,20.7036,20.0232,703000.0,2025-01-02 18:15:47,landing
2817,15.0,371.5625,367.9375,464.0,464.0,371.5625,367.9375,465.8125,464.0,19.5372,19.5372,19.44,19.5372,19.44,19.3428,19.6344,19.5372,704000.0,2025-01-02 18:15:48,landing
2821,13.0,364.3125,360.6875,429.5625,433.1875,362.5,362.5,436.8125,431.375,19.1484,19.1484,19.0512,19.1484,19.1484,19.0512,19.1484,19.1484,705000.0,2025-01-02 18:15:49,landing
2825,14.0,346.1875,342.5625,404.1875,404.1875,342.5625,342.5625,406.0,398.75,18.8568,18.8568,18.7596,18.8568,18.7596,18.7596,18.8568,18.8568,706000.0,2025-01-02 18:15:50,landing
2829,13.0,342.5625,342.5625,396.9375,402.375,342.5625,340.75,402.375,404.1875,18.6624,18.6624,18.5652,18.6624,18.6624,18.5652,18.6624,18.6624,707000.0,2025-01-02 18:15:51,landing
2833,13.0,85.1875,81.5625,377.0,375.1875,90.625,99.6875,373.375,377.0,18.6624,18.6624,18.3708,18.6624,18.468,18.3708,18.6624,18.6624,708000.0,2025-01-02 18:15:52,landing
2837,12.0,90.625,87.0,371.5625,380.625,99.6875,96.0625,378.8125,377.0,18.3708,18.468,18.3708,18.3708,18.3708,18.3708,18.468,18.3708,709000.0,2025-01-02 18:15:53,landing
2841,12.0,88.8125,88.8125,367.9375,373.375,96.0625,94.25,367.9375,371.5625,18.468,18.468,18.2736,18.3708,18.468,18.3708,18.468,18.3708,710000.0,2025-01-02 18:15:54,landing
2845,11.0,90.625,88.8125,87.0,87.0,96.0625,94.25,96.0625,92.4375,18.5652,18.5652,18.468,18.5652,18.5652,18.468,18.5652,18.5652,711000.0,2025-01-02 18:15:55,landing
2849,11.0,90.625,88.8125,92.4375,90.625,96.0625,96.0625,96.0625,96.0625,18.7596,18.8568,18.7596,18.8568,18.7596,18.6624,18.954,18.8568,712000.0,2025-01-02 18:15:56,landing
2853,11.0,87.0,88.8125,87.0,87.0,99.6875,96.0625,103.3125,101.5,19.1484,19.1484,18.7596,19.1484,19.0512,18.954,19.1484,19.1484,713000.0,2025-01-02 18:15:57,landing
2857,10.0,90.625,90.625,87.0,90.625,96.0625,96.0625,96.0625,94.25,19.3428,19.3428,19.2456,19.2456,19.3428,19.2456,19.1484,19.2456,714000.0,2025-01-02 18:15:58,landing
2861,11.0,90.625,90.625,87.0,88.8125,96.0625,96.0625,96.0625,94.25,19.44,19.44,19.3428,19.44,19.3428,19.3428,19.44,19.2456,715000.0,2025-01-02 18:15:59,landing
2865,11.0,88.8125,90.625,88.8125,88.8125,96.0625,96.0625,96.0625,94.25,19.44,19.5372,19.44,19.5372,19.5372,19.3428,19.5372,19.5372,716000.0,2025-01-02 18:16:00,landing
2869,11.0,92.4375,92.4375,87.0,88.8125,92.4375,92.4375,94.25,90.625,19.5372,19.5372,19.44,19.5372,19.5372,19.44,19.6344,19.5372,717000.0,2025-01-02 18:16:01,landing
2873,11.0,88.8125,92.4375,87.0,88.8125,96.0625,94.25,96.0625,94.25,19.6344,19.6344,19.5372,19.6344,19.5372,19.44,19.7316,19.6344,718000.0,2025-01-02 18:16:02,landing
2877,10.0,435.0,280.9375,420.5,353.4375,291.8125,319.0,331.6875,271.875,19.6344,19.6344,19.6344,19.6344,19.6344,19.5372,19.6344,19.6344,719000.0,2025-01-02 18:16:03,landing
2881,10.0,367.9375,366.125,386.0625,384.25,369.75,367.9375,389.6875,382.4375,19.2456,19.3428,19.2456,19.3428,19.3428,19.2456,19.3428,19.3428,720000.0,2025-01-02 18:16:04,landing
2885,11.0,367.9375,367.9375,384.25,384.25,371.5625,367.9375,384.25,380.625,18.7596,18.7596,18.7596,18.7596,18.7596,18.6624,18.8568,18.7596,721000.0,2025-01-02 18:16:05,landing
2889,11.0,366.125,366.125,386.0625,384.25,367.9375,367.9375,384.25,391.5,18.2736,18.3708,18.2736,18.3708,18.2736,18.2736,18.3708,18.3708,722000.0,2025-01-02 18:16:06,landing
2893,11.0,366.125,362.5,380.625,380.625,362.5,362.5,378.8125,378.8125,17.8848,17.8848,17.7876,17.8848,17.7876,17.7876,17.8848,17.8848,723000.0,2025-01-02 18:16:07,landing
2897,11.0,353.4375,362.5,382.4375,380.625,353.4375,355.25,378.8125,386.0625,17.3988,17.3988,17.3016,17.3988,17.3988,17.3016,17.3988,17.3988,724000.0,2025-01-02 18:16:08,landing
2901,10.0,344.375,342.5625,355.25,306.3125,346.1875,346.1875,349.8125,357.0625,16.9128,16.9128,16.8156,16.9128,16.9128,16.8156,16.9128,16.9128,725000.0,2025-01-02 18:16:09,landing
2905,11.0,300.875,320.8125,346.1875,348.0,320.8125,322.625,349.8125,344.375,16.524,16.524,16.4268,16.6212,16.524,16.4268,16.6212,16.524,726000.0,2025-01-02 18:16:10,landing
2909,10.0,92.4375,92.4375,132.3125,128.6875,99.6875,97.875,132.3125,130.5,16.3296,16.3296,16.3296,16.524,16.3296,16.2324,16.4268,16.3296,727000.0,2025-01-02 18:16:11,landing
2913,11.0,88.8125,88.8125,87.0,88.8125,96.0625,96.0625,96.0625,96.0625,16.3296,16.4268,16.3296,16.4268,16.3296,16.2324,16.4268,16.3296,728000.0,2025-01-02 18:16:12,landing
2917,11.0,90.625,90.625,88.8125,90.625,97.875,96.0625,94.25,90.625,16.4268,16.4268,16.3296,16.4268,16.4268,16.3296,16.4268,16.4268,729000.0,2025-01-02 18:16:13,landing
2921,11.0,88.8125,88.8125,87.0,87.0,96.0625,96.0625,96.0625,92.4375,16.524,16.524,16.4268,16.524,16.524,16.3296,16.524,16.524,730000.0,2025-01-02 18:16:14,landing
2925,11.0,88.8125,88.8125,87.0,87.0,96.0625,96.0625,96.0625,92.4375,16.524,16.6212,16.524,16.7184,16.524,16.4268,16.6212,16.524,731000.0,2025-01-02 18:16:15,landing
2929,10.0,90.625,90.625,88.8125,90.625,96.0625,96.0625,96.0625,92.4375,16.7184,16.6212,16.6212,17.01,16.6212,16.524,16.7184,16.6212,732000.0,2025-01-02 18:16:16,landing
2933,11.0,90.625,88.8125,85.1875,87.0,96.0625,96.0625,96.0625,96.0625,16.7184,16.7184,16.7184,16.9128,16.6212,16.524,16.8156,16.7184,733000.0,2025-01-02 18:16:17,landing
2937,11.0,88.8125,88.8125,87.0,87.0,96.0625,96.0625,96.0625,92.4375,16.8156,16.8156,16.7184,16.9128,16.7184,16.7184,16.8156,16.8156,734000.0,2025-01-02 18:16:18,landing
2941,11.0,88.8125,90.625,87.0,87.0,96.0625,94.25,94.25,90.625,16.8156,16.8156,16.8156,16.9128,16.8156,16.7184,16.9128,16.8156,735000.0,2025-01-02 18:16:19,landing
2945,11.0,88.8125,88.8125,87.0,88.8125,96.0625,96.0625,96.0625,96.0625,16.9128,16.9128,16.9128,16.9128,16.8156,16.8156,17.01,16.9128,736000.0,2025-01-02 18:16:20,landing
2949,11.0,90.625,92.4375,87.0,88.8125,96.0625,96.0625,96.0625,94.25,17.01,17.01,16.9128,16.9128,16.9128,16.9128,17.01,16.9128,737000.0,2025-01-02 18:16:21,landing
2953,11.0,90.625,88.8125,87.0,87.0,96.0625,96.0625,96.0625,94.25,17.01,17.01,17.01,17.01,17.01,16.9128,17.1072,17.01,738000.0,2025-01-02 18:16:22,landing
2957,11.0,90.625,88.8125,87.0,88.8125,96.0625,96.0625,96.0625,96.0625,17.1072,17.1072,17.1072,17.1072,17.1072,17.01,17.2044,17.1072,739000.0,2025-01-02 18:16:23,landing
2961,11.0,87.0,88.8125,87.0,87.0,96.0625,96.0625,94.25,90.625,17.2044,17.2044,17.1072,17.2044,17.2044,17.01,17.2044,17.2044,740000.0,2025-01-02 18:16:24,landing
2965,10.0,87.0,88.8125,87.0,88.8125,96.0625,96.0625,96.0625,94.25,17.2044,17.3016,17.2044,17.3016,17.2044,17.1072,17.3016,17.2044,741000.0,2025-01-02 18:16:25,landing
2969,11.0,88.8125,92.4375,87.0,88.8125,96.0625,96.0625,94.25,90.625,17.3016,17.3016,17.3016,17.3016,17.3016,17.2044,17.3016,17.3016,742000.0,2025-01-02 18:16:26,landing
2973,11.0,88.8125,87.0,87.0,87.0,90.625,87.0,96.0625,96.0625,17.3016,17.3016,17.3016,17.496,17.2044,17.3016,17.3016,17.3016,743000.0,2025-01-02 18:16:27,landing
2977,10.0,90.625,90.625,87.0,88.8125,96.0625,94.25,94.25,90.625,17.3988,17.3988,17.3988,17.496,17.3988,17.3016,17.496,17.3016,744000.0,2025-01-02 18:16:28,landing
2981,10.0,346.1875,250.125,300.875,297.25,284.5625,306.3125,286.375,253.75,17.5932,17.5932,17.496,17.5932,17.5932,17.496,17.5932,17.3016,745000.0,2025-01-02 18:16:29,landing
2985,11.0,393.3125,391.5,411.4375,411.4375,395.125,389.6875,404.1875,407.8125,17.3988,17.3988,17.3016,17.3988,17.3988,17.3988,17.496,17.3988,746000.0,2025-01-02 18:16:30,landing
2989,11.0,424.125,424.125,436.8125,431.375,425.9375,425.9375,440.4375,440.4375,16.9128,16.9128,16.8156,16.9128,16.8156,16.7184,16.9128,16.8156,747000.0,2025-01-02 18:16:31,landing
2993,11.0,435.0,435.0,436.8125,462.1875,433.1875,436.8125,460.375,465.8125,16.1352,16.2324,16.1352,16.2324,16.1352,16.1352,16.3296,16.8156,748000.0,2025-01-02 18:16:32,landing
2997,10.0,435.0,435.0,460.375,460.375,436.8125,431.375,464.0,462.1875,15.4548,15.4548,15.4548,15.552,15.4548,15.3576,15.552,15.4548,749000.0,2025-01-02 18:16:33,landing
3001,10.0,435.0,433.1875,462.1875,460.375,427.75,433.1875,462.1875,460.375,14.6772,14.7744,15.4548,14.7744,14.6772,14.6772,14.8716,14.7744,750000.0,2025-01-02 18:16:34,landing
3005,11.0,431.375,433.1875,436.8125,444.0625,440.4375,431.375,445.875,442.25,14.094,14.094,13.9968,13.9968,13.9968,13.9968,14.094,13.9968,751000.0,2025-01-02 18:16:35,landing
3009,11.0,424.125,424.125,424.125,422.3125,424.125,422.3125,418.6875,418.6875,13.3164,13.3164,13.3164,13.3164,13.3164,13.3164,13.4136,13.3164,752000.0,2025-01-02 18:16:36,landing
3013,10.0,424.125,425.9375,425.9375,422.3125,425.9375,425.9375,424.125,416.875,12.636,12.7332,12.636,12.7332,12.636,12.5388,12.7332,12.636,753000.0,2025-01-02 18:16:37,landing
3017,11.0,425.9375,425.9375,425.9375,422.3125,425.9375,424.125,425.9375,424.125,11.9556,12.0528,11.9556,12.0528,11.9556,11.9556,12.0528,12.0528,754000.0,2025-01-02 18:16:38,landing
3021,11.0,416.875,418.6875,420.5,422.3125,416.875,416.875,416.875,416.875,11.3724,11.3724,11.3724,11.3724,11.3724,11.2752,11.4696,11.3724,755000.0,2025-01-02 18:16:39,landing
3025,11.0,411.4375,413.25,393.3125,391.5,407.8125,407.8125,393.3125,393.3125,10.7892,10.7892,10.692,10.692,10.7892,10.692,10.7892,10.7892,756000.0,2025-01-02 18:16:40,landing
3029,11.0,391.5,395.125,348.0,351.625,393.3125,395.125,351.625,344.375,10.7892,10.1088,10.1088,10.206,10.1088,10.1088,10.1088,10.1088,757000.0,2025-01-02 18:16:41,landing
3033,10.0,355.25,353.4375,141.375,139.5625,357.0625,355.25,141.375,139.5625,10.7892,9.622801,9.622801,10.206,9.622801,9.622801,9.72,9.622801,758000.0,2025-01-02 18:16:42,landing
3037,11.0,351.625,349.8125,88.8125,88.8125,351.625,357.0625,96.0625,94.25,9.331201,9.4284,9.4284,9.5256,9.331201,9.331201,9.4284,9.4284,759000.0,2025-01-02 18:16:43,landing
3041,11.0,355.25,349.8125,88.8125,88.8125,348.0,353.4375,96.0625,96.0625,9.234,9.234,9.234,9.234,9.234,9.136801,9.331201,9.234,760000.0,2025-01-02 18:16:44,landing
3045,10.0,353.4375,349.8125,270.0625,215.6875,353.4375,353.4375,242.875,201.1875,9.0396,9.0396,9.0396,9.136801,9.0396,9.136801,9.0396,9.0396,761000.0,2025-01-02 18:16:45,landing
3049,11.0,377.0,378.8125,387.875,387.875,373.375,378.8125,386.0625,377.0,8.845201,8.845201,8.845201,8.845201,8.845201,9.136801,8.845201,8.845201,762000.0,2025-01-02 18:16:46,landing
3053,11.0,378.8125,377.0,386.0625,386.0625,377.0,378.8125,384.25,382.4375,8.3592,8.3592,8.3592,8.3592,8.3592,8.3592,8.3592,8.3592,763000.0,2025-01-02 18:16:47,landing
3057,10.0,371.5625,377.0,386.0625,380.625,375.1875,375.1875,384.25,378.8125,7.8732,7.8732,7.8732,8.3592,8.3592,7.8732,8.3592,8.3592,764000.0,2025-01-02 18:16:48,landing
3061,11.0,139.5625,135.9375,145.0,143.1875,139.5625,141.375,145.0,143.1875,7.5816,7.4844,7.3872,7.3872,7.4844,7.4844,7.4844,7.3872,765000.0,2025-01-02 18:16:49,landing
3065,10.0,92.4375,92.4375,88.8125,90.625,96.0625,94.25,96.0625,94.25,7.3872,7.3872,7.4844,7.4844,7.3872,7.3872,7.4844,7.4844,766000.0,2025-01-02 18:16:50,landing
3069,11.0,88.8125,88.8125,87.0,88.8125,96.0625,96.0625,94.25,92.4375,7.1928,7.29,7.6788,7.776,7.1928,7.29,7.776,7.776,767000.0,2025-01-02 18:16:51,landing
3073,11.0,87.0,87.0,87.0,88.8125,92.4375,94.25,96.0625,94.25,7.1928,7.29,7.776,7.8732,7.1928,7.29,7.776,7.8732,768000.0,2025-01-02 18:16:52,landing
3077,11.0,87.0,87.0,83.375,87.0,94.25,96.0625,92.4375,94.25,7.0956,7.1928,7.9704,8.164801,6.9984,7.1928,8.0676,8.164801,769000.0,2025-01-02 18:16:53,landing
3081,11.0,87.0,85.1875,83.375,85.1875,94.25,96.0625,96.0625,94.25,6.7068,6.9984,8.0676,8.262,6.7068,6.9012,8.0676,8.262,770000.0,2025-01-02 18:16:54,landing
3085,10.0,85.1875,85.1875,85.1875,85.1875,94.25,92.4375,94.25,92.4375,6.318,6.6096,8.0676,8.3592,6.4152,6.6096,8.0676,8.3592,771000.0,2025-01-02 18:16:55,landing
3089,11.0,85.1875,87.0,81.5625,85.1875,94.25,94.25,94.25,92.4375,6.1236,6.4152,7.9704,8.3592,6.1236,6.4152,8.0676,8.3592,772000.0,2025-01-02 18:16:56,landing
3093,10.0,85.1875,87.0,85.1875,87.0,94.25,94.25,96.0625,94.25,6.0264,6.4152,7.9704,8.3592,6.0264,6.318,8.0676,8.3592,773000.0,2025-01-02 18:16:57,landing
3097,10.0,87.0,87.0,85.1875,87.0,94.25,94.25,92.4375,90.625,6.0264,6.4152,7.9704,8.3592,6.0264,6.318,8.0676,8.3592,774000.0,2025-01-02 18:16:58,landing
3101,11.0,87.0,87.0,83.375,85.1875,96.0625,94.25,96.0625,94.25,6.0264,6.318,7.9704,8.3592,6.0264,6.318,8.0676,8.3592,775000.0,2025-01-02 18:16:59,landing
3105,10.0,87.0,87.0,87.0,87.0,96.0625,92.4375,94.25,92.4375,5.9292,6.318,7.9704,8.3592,5.9292,6.2208,7.9704,8.3592,776000.0,2025-01-02 18:17:00,landing
3109,10.0,92.4375,92.4375,88.8125,90.625,96.0625,94.25,96.0625,92.4375,6.0264,6.318,7.8732,8.262,6.0264,6.318,7.9704,8.262,777000.0,2025-01-02 18:17:01,landing
3113,11.0,92.4375,90.625,88.8125,90.625,94.25,94.25,96.0625,94.25,6.2208,6.5124,7.8732,8.164801,6.2208,6.4152,7.8732,8.164801,778000.0,2025-01-02 18:17:02,landing
3117,11.0,92.4375,90.625,88.8125,90.625,94.25,94.25,96.0625,92.4375,6.4152,6.6096,7.776,8.164801,6.318,6.6096,7.8732,8.164801,779000.0,2025-01-02 18:17:03,landing
3121,10.0,88.8125,90.625,88.8125,88.8125,96.0625,96.0625,96.0625,96.0625,6.5124,6.804,7.8732,8.164801,6.5124,6.7068,7.9704,8.164801,780000.0,2025-01-02 18:17:04,landing
3125,11.0,92.4375,90.625,87.0,90.625,96.0625,92.4375,94.25,92.4375,6.7068,6.9012,7.9704,8.262,6.7068,6.804,8.0676,8.164801,781000.0,2025-01-02 18:17:05,landing
3129,11.0,90.625,90.625,87.0,90.625,96.0625,96.0625,96.0625,94.25,6.804,6.9984,8.0676,8.262,6.804,6.9984,8.0676,8.262,782000.0,2025-01-02 18:17:06,landing
3133,11.0,90.625,90.625,88.8125,90.625,94.25,90.625,94.25,92.4375,6.9012,7.1928,8.164801,8.3592,6.9012,7.0956,8.262,8.3592,783000.0,2025-01-02 18:17:07,landing
3137,10.0,92.4375,92.4375,88.8125,92.4375,96.0625,92.4375,96.0625,92.4375,7.0956,7.29,8.164801,8.5536,6.9984,7.1928,8.3592,8.5536,784000.0,2025-01-02 18:17:08,landing
3141,11.0,92.4375,92.4375,90.625,90.625,96.0625,92.4375,94.25,92.4375,7.1928,7.3872,8.164801,8.5536,7.1928,7.3872,8.3592,8.5536,785000.0,2025-01-02 18:17:09,landing
3145,11.0,92.4375,92.4375,90.625,92.4375,94.25,94.25,94.25,94.25,7.4844,7.5816,8.3592,8.5536,7.4844,7.5816,8.3592,8.5536,786000.0,2025-01-02 18:17:10,landing
3149,11.0,88.8125,92.4375,87.0,90.625,96.0625,96.0625,94.25,92.4375,7.6788,7.5816,8.3592,8.4564,7.6788,7.5816,8.3592,8.4564,787000.0,2025-01-02 18:17:11,landing
3153,11.0,90.625,92.4375,90.625,90.625,96.0625,94.25,94.25,94.25,7.776,7.8732,8.3592,8.5536,7.776,7.8732,8.4564,8.5536,788000.0,2025-01-02 18:17:12,landing
3157,11.0,90.625,92.4375,90.625,90.625,96.0625,94.25,94.25,92.4375,7.9704,8.0676,8.4564,8.4564,7.8732,7.9704,8.4564,8.5536,789000.0,2025-01-02 18:17:13,landing
3161,11.0,88.8125,90.625,87.0,87.0,96.0625,94.25,96.0625,96.0625,8.0676,8.164801,8.3592,8.4564,8.0676,8.164801,8.4564,8.4564,790000.0,2025-01-02 18:17:14,landing
3165,11.0,90.625,90.625,88.8125,88.8125,92.4375,94.25,92.4375,92.4375,8.164801,8.164801,8.3592,8.3592,8.164801,8.164801,8.3592,8.4564,791000.0,2025-01-02 18:17:15,landing
3169,11.0,88.8125,90.625,87.0,88.8125,94.25,92.4375,94.25,92.4375,8.164801,8.262,8.3592,8.3592,8.164801,8.164801,8.3592,8.4564,792000.0,2025-01-02 18:17:16,landing
3173,11.0,90.625,88.8125,87.0,88.8125,94.25,96.0625,94.25,92.4375,8.262,8.262,8.3592,8.4564,8.262,8.262,8.4564,8.4564,793000.0,2025-01-02 18:17:17,landing
3177,11.0,88.8125,90.625,87.0,88.8125,94.25,94.25,96.0625,94.25,8.262,8.262,8.4564,8.4564,8.262,8.262,8.4564,8.4564,794000.0,2025-01-02 18:17:18,landing
3181,11.0,88.8125,90.625,88.8125,87.0,94.25,96.0625,96.0625,90.625,8.3592,8.3592,8.3592,8.4564,8.3592,8.262,8.4564,8.4564,795000.0,2025-01-02 18:17:19,landing
3185,11.0,90.625,92.4375,87.0,88.8125,94.25,94.25,92.4375,92.4375,8.4564,8.4564,8.3592,8.4564,8.4564,8.3592,8.4564,8.4564,796000.0,2025-01-02 18:17:20,landing
3189,11.0,90.625,90.625,87.0,88.8125,94.25,96.0625,94.25,92.4375,8.4564,8.4564,8.4564,8.4564,8.3592,8.3592,8.4564,8.4564,797000.0,2025-01-02 18:17:21,landing
3193,10.0,90.625,90.625,87.0,87.0,96.0625,96.0625,94.25,94.25,8.4564,8.3592,8.4564,8.4564,8.3592,8.3592,8.3592,8.3592,798000.0,2025-01-02 18:17:22,landing
3197,11.0,88.8125,88.8125,87.0,87.0,94.25,94.25,94.25,94.25,8.4564,8.4564,8.4564,8.4564,8.4564,8.3592,8.5536,8.4564,799000.0,2025-01-02 18:17:23,landing
3201,11.0,90.625,88.8125,87.0,87.0,94.25,94.25,96.0625,92.4375,8.4564,8.4564,8.4564,8.4564,8.4564,8.3592,8.5536,8.4564,800000.0,2025-01-02 18:17:24,landing
3205,12.0,88.8125,88.8125,87.0,87.0,96.0625,94.25,94.25,92.4375,8.4564,8.4564,8.4564,8.4564,8.4564,8.4564,8.5536,8.4564,801000.0,2025-01-02 18:17:25,landing
3209,11.0,90.625,88.8125,87.0,87.0,94.25,94.25,94.25,90.625,8.4564,8.4564,8.4564,8.5536,8.4564,8.4564,8.5536,8.5536,802000.0,2025-01-02 18:17:26,landing
3213,12.0,88.8125,88.8125,88.8125,88.8125,96.0625,96.0625,96.0625,94.25,8.4564,8.4564,8.4564,8.5536,8.4564,8.4564,8.5536,8.5536,803000.0,2025-01-02 18:17:27,landing
3217,11.0,90.625,90.625,87.0,90.625,92.4375,94.25,97.875,96.0625,8.5536,8.650801,8.650801,8.650801,8.5536,8.5536,8.650801,8.650801,804000.0,2025-01-02 18:17:28,landing
3221,11.0,88.8125,90.625,87.0,90.625,96.0625,94.25,94.25,92.4375,8.5536,8.5536,8.4564,8.5536,8.5536,8.4564,8.5536,8.5536,805000.0,2025-01-02 18:17:29,landing
3225,11.0,92.4375,92.4375,88.8125,88.8125,96.0625,94.25,94.25,92.4375,8.5536,8.5536,8.5536,8.5536,8.5536,8.5536,8.5536,8.5536,806000.0,2025-01-02 18:17:30,landing
3229,11.0,90.625,90.625,87.0,88.8125,94.25,92.4375,92.4375,90.625,8.650801,8.650801,8.650801,8.5536,8.650801,8.5536,8.650801,8.650801,807000.0,2025-01-02 18:17:31,landing
3233,11.0,90.625,90.625,87.0,88.8125,96.0625,96.0625,94.25,92.4375,8.650801,8.650801,8.650801,8.650801,8.650801,8.650801,8.650801,8.650801,808000.0,2025-01-02 18:17:32,landing
3237,11.0,87.0,90.625,87.0,88.8125,92.4375,92.4375,94.25,92.4375,8.650801,8.650801,8.650801,8.748,8.650801,8.650801,8.748,8.650801,809000.0,2025-01-02 18:17:33,landing
3241,11.0,88.8125,88.8125,87.0,88.8125,96.0625,94.25,96.0625,94.25,8.748,8.748,8.748,8.845201,8.748,8.748,8.845201,8.748,810000.0,2025-01-02 18:17:34,landing
3245,12.0,88.8125,92.4375,87.0,88.8125,92.4375,92.4375,94.25,92.4375,8.845201,8.845201,8.845201,8.845201,8.845201,8.748,8.845201,8.845201,811000.0,2025-01-02 18:17:35,landing
3249,12.0,90.625,90.625,87.0,88.8125,94.25,94.25,94.25,94.25,8.9424,8.9424,8.9424,8.9424,8.9424,8.9424,8.9424,8.9424,812000.0,2025-01-02 18:17:36,landing
3253,11.0,88.8125,90.625,87.0,88.8125,94.25,94.25,94.25,94.25,9.0396,9.0396,9.0396,9.0396,9.0396,9.0396,9.0396,9.0396,813000.0,2025-01-02 18:17:37,landing
3257,12.0,88.8125,88.8125,87.0,87.0,92.4375,92.4375,94.25,92.4375,9.136801,9.136801,9.136801,9.136801,9.136801,9.136801,9.136801,9.136801,814000.0,2025-01-02 18:17:38,landing
3261,12.0,88.8125,88.8125,85.1875,87.0,94.25,96.0625,96.0625,92.4375,9.136801,9.136801,9.136801,9.136801,9.136801,9.136801,9.136801,9.136801,815000.0,2025-01-02 18:17:39,landing
3265,12.0,90.625,88.8125,87.0,88.8125,94.25,94.25,96.0625,94.25,9.136801,9.136801,9.331201,9.136801,9.136801,9.331201,9.136801,9.331201,816000.0,2025-01-02 18:17:40,landing
3269,12.0,92.4375,90.625,87.0,88.8125,96.0625,94.25,96.0625,92.4375,9.4284,9.4284,9.4284,9.4284,9.4284,9.331201,9.4284,9.4284,817000.0,2025-01-02 18:17:41,landing
3273,12.0,88.8125,88.8125,87.0,87.0,96.0625,96.0625,96.0625,96.0625,9.5256,9.5256,9.5256,9.5256,9.5256,9.4284,9.5256,9.5256,818000.0,2025-01-02 18:17:42,landing
